,R通道一阶矩,R通道二阶矩,R通道三阶矩,G通道一阶矩,G通道二阶矩,G通道三阶矩,B通道一阶矩,B通道二阶矩,B通道三阶矩,序号,类别
128,0.544403137254902,0.010732352652799497,0.0014945939563378757,0.5223050980392157,0.007528524416666863,0.0010411591764369764,0.2637588235294117,0.011287769014950261,0.0015921212561160695,4,3
129,0.49186705882352943,0.008928214538217927,0.0013621014166032078,0.5082772549019609,0.006561272452335112,0.0011127192394848435,0.2228596078431373,0.01313931933442854,0.001856168858469058,40,3
130,0.5058431372549019,0.008436660448498579,0.0011759309054701652,0.48819686274509805,0.005490621776213251,0.0007787646288372013,0.1986109803921569,0.010444737391492404,0.0015150106865800801,41,3
131,0.5106070588235293,0.008394590960910471,0.001160853790991038,0.49241529411764706,0.005429718995124251,0.000765645082372407,0.1940101960784314,0.011220381054974868,0.00158670416563426,42,3
132,0.526098431372549,0.007804654601497333,0.0011137043565371085,0.5027047058823529,0.0052083302246818735,0.0007307965606272476,0.19190313725490196,0.013830697020923525,0.00189189202127308,43,3
133,0.48416627450980393,0.0083513634153837,0.0011522934587838154,0.5069262745098039,0.005598837634076278,0.000783827665439655,0.21134980392156869,0.011887209490917912,0.0016819106948644594,44,3
134,0.5208941176470587,0.00928444603090193,0.0019249649836362074,0.5384533333333333,0.007841576942835136,0.002008485237381055,0.24228000000000002,0.009740669716224289,0.0022061086608398486,45,3
135,0.5176392156862745,0.009354890247854557,0.0018974610194320285,0.5325250980392157,0.0073539845429677194,0.0014923617679792015,0.2429745098039216,0.010670686778482937,0.002149291469635648,46,3
136,0.4745066666666667,0.006665281701584441,0.001382586260597703,0.5234090196078431,0.005346088424063753,0.0010954370167028796,0.23904000000000006,0.01343845123900783,0.0026421069277159175,47,3
137,0.5480674509803921,0.007105562214145002,0.001464562859505205,0.5720325490196078,0.005575741258393001,0.0011352442623324827,0.1836886274509804,0.014774996616880663,0.0028919868406528087,48,3
138,0.5326262745098039,0.00918718321410092,0.0015140041582716614,0.4624380392156863,0.007259848986368982,0.001190805199715558,0.1580933333333333,0.010239071919447888,0.0016722416178590383,49,3
139,0.4934356862745098,0.009667648035139365,0.001345230859429785,0.5121713725490196,0.00799716050146056,0.0011045991134190694,0.17635882352941176,0.011930522791851564,0.0016670683543083993,5,3
140,0.5674282352941175,0.008340584029035706,0.0013732037437996373,0.5020631372549019,0.007282743387592292,0.0012086181867946844,0.18477333333333334,0.010776584866819932,0.0017279040458940136,50,3
141,0.514423137254902,0.008940532819969952,0.0012414990147638905,0.49509450980392156,0.006066971093924668,0.0008506912909255329,0.2095423529411765,0.01186269720294982,0.0016886789550464032,51,3
142,0.5292039215686275,0.008211535289040195,0.0011621938265257376,0.5153466666666666,0.005470413153428581,0.0007651523654502548,0.22858862745098044,0.011323995060453755,0.0016257449988800817,52,3
